epoch,train_loss,val_loss,acc,precision,recall,f1,auroc,lr
1,0.5871564820079149,0.40555012775615995,0.8460686600221484,0.8602620087336245,0.8400852878464818,0.8500539374325782,0.918197852082576,1e-05
2,0.30734837215921257,0.29208397440579315,0.9047619047619048,0.908315565031983,0.908315565031983,0.908315565031983,0.963516846314838,9.045084971874738e-06
3,0.16383891761204047,0.22930810035240928,0.9435215946843853,0.9230769230769231,0.9722814498933902,0.9470404984423676,0.9821170644473486,6.545084971874738e-06
4,0.10513744780441449,0.23609084757989898,0.9435215946843853,0.9336099585062241,0.9594882729211087,0.9463722397476341,0.9854430939443664,3.454915028125263e-06
5,0.06956061708717196,0.17654792895062107,0.9523809523809523,0.941908713692946,0.9680170575692963,0.9547844374342797,0.9890000294773663,9.549150281252633e-07
