recall,precision
0.9996911673872761,0.8513940031562336
0.9996911673872761,0.8516179952644041
0.9996911673872761,0.8518421052631578
0.9996911673872761,0.8527397260273972
0.9996911673872761,0.8529644268774703
0.9996911673872761,0.853189246178176
0.9996911673872761,0.8534141840232007
0.9996911673872761,0.8536392405063291
0.9996911673872761,0.8538644157214456
0.9996911673872761,0.8543151227236738
0.9996911673872761,0.8545406546990496
0.9996911673872761,0.855217965653897
0.9996911673872761,0.8554439746300211
0.9996911673872761,0.8556701030927835
0.9996911673872761,0.8561227188574452
0.9996911673872761,0.8563492063492063
0.9996911673872761,0.8568025410269984
0.9996911673872761,0.8570293884034949
0.9996911673872761,0.8574834437086093
0.9996911673872761,0.858392999204455
0.9996911673872761,0.8586206896551725
0.9996911673872761,0.8588485009286283
0.9996911673872761,0.8593044863286435
0.9996911673872761,0.8599893730074389
0.9996911673872761,0.8604465709728868
0.9996911673872761,0.8609042553191489
0.9996911673872761,0.8615916955017301
0.9996911673872761,0.8620505992010652
0.9996911673872761,0.8627398720682303
0.9996911673872761,0.86296987470008
0.9996911673872761,0.8632
0.9996911673872761,0.863430248066151
0.9996911673872761,0.8638911128903123
0.9996911673872761,0.8643524699599466
0.9996911673872761,0.8645833333333334
0.9996911673872761,0.8648143200641197
0.9996911673872761,0.8652766639935846
0.9996911673872761,0.8657395025407864
0.9996911673872761,0.8659711075441413
0.9996911673872761,0.8662028364998662
0.9996911673872761,0.8666666666666667
0.9996911673872761,0.8668987680771291
0.9996911673872761,0.867595818815331
0.9996911673872761,0.8680611423974256
0.9996911673872761,0.8685269653877113
0.9996911673872761,0.868993288590604
0.9996911673872761,0.869693713057496
0.9996911673872761,0.870395267545039
0.9996911673872761,0.870863599677159
0.9996911673872761,0.8710979547900969
0.9996911673872761,0.8713324360699866
0.9996911673872761,0.8715670436187399
0.9996911673872761,0.8718017775383786
0.9996911673872761,0.8720366379310345
0.9996911673872761,0.8725067385444744
0.9996911673872761,0.8729773462783171
0.9996911673872761,0.873212840571891
0.9996911673872761,0.8736842105263158
0.9996911673872761,0.8741560896570348
0.9996911673872761,0.8748648648648648
0.9996911673872761,0.8751013787510138
0.9996911673872761,0.8755747903705707
0.9996911673872761,0.8758116883116883
0.9996911673872761,0.8760487144790257
0.9996911673872761,0.8765231519090171
0.9996911673872761,0.8769981034949879
0.9996911673872761,0.8772357723577235
0.9996911673872761,0.8774735700731906
0.9996911673872761,0.8777114967462039
0.9996911673872761,0.8779495524816925
0.9996911673872761,0.8781877373846989
0.9996911673872761,0.8786644951140065
0.9996911673872761,0.8789030681509639
0.9996911673872761,0.8796195652173913
0.9996911673872761,0.8798586572438163
0.9996911673872761,0.8805767138193689
0.9996911673872761,0.8810560696788242
